ma_tin,tinh_thanh,loai_bat_dong_san,dien_tich_m2,so_phong_ngu,huong_nha,thang_dang_tin,nam_dang_tin,gia_ban_ty_vnd
BDS_42765,Hà Nội,Nhà mặt phố,141,2,Tây Nam,5,2025,26.17
BDS_42766,TP. Hồ Chí Minh,Đất nền,131,2,Chính Đông,11,2025,18.92
BDS_42767,TP. Hồ Chí Minh,Nhà mặt phố,339,5,Tây Bắc,1,2026,71.06
BDS_42768,Hà Nội,Biệt thự,107,2,Chính Nam,2,2025,20.09
BDS_42769,TP. Hồ Chí Minh,Đất nền,276,1,Đông Nam,7,2025,36.46
BDS_42770,Đà Nẵng,Chung cư,342,5,Đông Nam,3,2026,14.72
BDS_42771,TP. Hồ Chí Minh,Chung cư,58,2,Đông Nam,3,2025,3.95
BDS_42772,TP. Hồ Chí Minh,Nhà mặt phố,109,2,Chính Đông,1,2026,13.61
BDS_42773,TP. Hồ Chí Minh,Nhà mặt phố,151,4,Tây Bắc,7,2025,27.29
BDS_42774,Hà Nội,Chung cư,51,3,Tây Bắc,11,2025,2.04
BDS_42775,Bình Dương,Nhà mặt phố,262,1,Tây Nam,10,2024,23.58
BDS_42776,TP. Hồ Chí Minh,Nhà mặt phố,244,3,Chính Nam,4,2024,45.95
BDS_42777,Hà Nội,Nhà mặt phố,53,3,Tây Bắc,10,2025,7.39
BDS_42778,TP. Hồ Chí Minh,Đất nền,297,5,Đông Nam,1,2024,33.04
BDS_42779,TP. Hồ Chí Minh,Nhà mặt phố,266,4,Chính Nam,12,2024,23.28
BDS_42780,Hà Nội,Đất nền,210,4,Tây Bắc,2,2024,19.23
BDS_42781,Đà Nẵng,Nhà mặt phố,209,3,Đông Nam,7,2025,24.47
BDS_42782,Hà Nội,Biệt thự,243,2,Chính Nam,11,2024,55.37
BDS_42783,TP. Hồ Chí Minh,Chung cư,112,1,Đông Nam,11,2024,8.31
BDS_42784,TP. Hồ Chí Minh,Đất nền,73,2,Chính Đông,10,2025,10.64
BDS_42785,Hà Nội,Nhà mặt phố,184,3,Đông Nam,10,2025,16.22
BDS_42786,Đà Nẵng,Nhà mặt phố,107,2,Chính Đông,2,2026,12.98
BDS_42787,TP. Hồ Chí Minh,Nhà mặt phố,89,4,Đông Nam,8,2025,17.41
BDS_42788,TP. Hồ Chí Minh,Chung cư,58,1,Chính Đông,3,2024,3.31
BDS_42789,TP. Hồ Chí Minh,Nhà mặt phố,288,2,Chính Đông,7,2025,52.18
BDS_42790,Bình Dương,Nhà mặt phố,251,1,Tây Bắc,6,2025,18.39
BDS_42791,Hà Nội,Đất nền,265,5,Tây Nam,8,2025,21.81
BDS_42792,TP. Hồ Chí Minh,Chung cư,190,3,Chính Nam,9,2024,11.18
BDS_42793,Bình Dương,Chung cư,119,4,Đông Nam,1,2025,5.46
BDS_42794,Hà Nội,Chung cư,315,2,Chính Nam,9,2024,15.91
BDS_42795,Hà Nội,Nhà mặt phố,109,3,Đông Nam,4,2025,9.06
BDS_42796,Bình Dương,Đất nền,162,2,Đông Nam,5,2025,7.96
BDS_42797,Bình Dương,Chung cư,124,5,Tây Nam,3,2026,7.01
BDS_42798,TP. Hồ Chí Minh,Chung cư,193,4,Chính Nam,3,2025,15.31
BDS_42799,TP. Hồ Chí Minh,Nhà mặt phố,348,1,Tây Nam,5,2026,51.12
BDS_42800,TP. Hồ Chí Minh,Chung cư,145,3,Chính Đông,1,2024,9.94
BDS_42801,Hà Nội,Chung cư,72,1,Tây Bắc,3,2025,5.01
BDS_42802,TP. Hồ Chí Minh,Nhà mặt phố,247,5,Đông Nam,5,2026,33.58
BDS_42803,TP. Hồ Chí Minh,Nhà mặt phố,340,1,Đông Nam,11,2024,59.99
BDS_42804,Hà Nội,Đất nền,332,1,Chính Đông,3,2026,47.96
BDS_42805,TP. Hồ Chí Minh,Đất nền,187,1,Chính Đông,7,2025,28.54
BDS_42806,TP. Hồ Chí Minh,Chung cư,168,3,Tây Bắc,2,2026,12.83
BDS_42807,TP. Hồ Chí Minh,Chung cư,247,2,Tây Nam,1,2026,16.6
BDS_42808,TP. Hồ Chí Minh,Biệt thự,216,2,Đông Nam,10,2025,46.69
BDS_42809,Đà Nẵng,Chung cư,266,4,Chính Đông,8,2025,6.34
BDS_42810,Hà Nội,Chung cư,51,5,Tây Nam,4,2026,3.57
BDS_42811,TP. Hồ Chí Minh,Nhà mặt phố,184,5,Chính Nam,6,2025,16.16
BDS_42812,TP. Hồ Chí Minh,Chung cư,327,1,Tây Bắc,12,2025,15.36
BDS_42813,Hà Nội,Nhà mặt phố,173,5,Đông Nam,11,2024,31.01
BDS_42814,Hà Nội,Đất nền,211,2,Tây Bắc,9,2024,17.31
BDS_42815,TP. Hồ Chí Minh,Chung cư,165,4,Tây Nam,3,2026,14.95
BDS_42816,TP. Hồ Chí Minh,Nhà mặt phố,143,5,Chính Nam,12,2025,23.38
BDS_42817,Thái Nguyên,Chung cư,325,5,Đông Nam,2,2024,10.73
BDS_42818,TP. Hồ Chí Minh,Biệt thự,322,4,Tây Bắc,3,2026,71.34
BDS_42819,Hà Nội,Đất nền,39,3,Tây Bắc,7,2024,2.92
BDS_42820,TP. Hồ Chí Minh,Chung cư,189,5,Chính Đông,11,2024,10.71
BDS_42821,TP. Hồ Chí Minh,Chung cư,71,5,Đông Nam,6,2025,2.56
BDS_42822,TP. Hồ Chí Minh,Chung cư,338,4,Đông Nam,6,2024,17.79
BDS_42823,Thái Nguyên,Chung cư,302,1,Tây Bắc,8,2024,6.41
BDS_42824,TP. Hồ Chí Minh,Chung cư,301,4,Tây Bắc,10,2024,10.15
BDS_42825,Hà Nội,Chung cư,192,2,Chính Đông,6,2025,11.82
BDS_42826,Hà Nội,Chung cư,296,5,Tây Nam,3,2026,23.93
BDS_42827,TP. Hồ Chí Minh,Nhà mặt phố,39,3,Tây Bắc,1,2025,4.72
BDS_42828,Hà Nội,Chung cư,185,3,Tây Nam,2,2024,10.86
BDS_42829,TP. Hồ Chí Minh,Biệt thự,265,1,Tây Bắc,10,2024,53.38
BDS_42830,TP. Hồ Chí Minh,Đất nền,174,4,Tây Nam,3,2026,22.84
BDS_42831,TP. Hồ Chí Minh,Chung cư,325,3,Chính Nam,5,2025,11.76
BDS_42832,TP. Hồ Chí Minh,Chung cư,267,3,Tây Bắc,8,2025,21.82
BDS_42833,TP. Hồ Chí Minh,Biệt thự,131,3,Chính Đông,10,2025,24.86
BDS_42834,Hà Nội,Chung cư,173,5,Chính Nam,3,2026,14.2
BDS_42835,TP. Hồ Chí Minh,Chung cư,114,3,Chính Đông,4,2024,8.92
BDS_42836,TP. Hồ Chí Minh,Chung cư,82,1,Tây Nam,2,2025,3.71
BDS_42837,TP. Hồ Chí Minh,Đất nền,265,3,Đông Nam,3,2025,29.51
BDS_42838,Hà Nội,Nhà mặt phố,289,1,Tây Bắc,1,2025,30.0
BDS_42839,TP. Hồ Chí Minh,Chung cư,268,2,Tây Bắc,3,2025,11.65
BDS_42840,TP. Hồ Chí Minh,Chung cư,34,2,Tây Bắc,1,2024,1.09
BDS_42841,Hà Nội,Chung cư,313,2,Đông Nam,2,2025,20.32
BDS_42842,Thái Nguyên,Chung cư,132,2,Tây Bắc,5,2025,2.16
BDS_42843,TP. Hồ Chí Minh,Chung cư,322,2,Đông Nam,7,2024,22.75
BDS_42844,TP. Hồ Chí Minh,Chung cư,113,4,Đông Nam,6,2024,7.49
BDS_42845,TP. Hồ Chí Minh,Đất nền,103,1,Tây Bắc,9,2024,10.06
BDS_42846,Bình Dương,Đất nền,214,4,Chính Nam,1,2024,10.65
BDS_42847,TP. Hồ Chí Minh,Đất nền,349,4,Đông Nam,3,2026,30.37
BDS_42848,TP. Hồ Chí Minh,Nhà mặt phố,167,3,Tây Bắc,7,2025,32.59
BDS_42849,TP. Hồ Chí Minh,Chung cư,212,1,Tây Nam,8,2025,9.15
BDS_42850,Hà Nội,Nhà mặt phố,151,4,Đông Nam,3,2026,28.54
BDS_42851,Hà Nội,Nhà mặt phố,175,5,Đông Nam,1,2025,33.3
BDS_42852,Hà Nội,Nhà mặt phố,94,5,Chính Đông,10,2025,7.87
BDS_42853,Hà Nội,Đất nền,66,2,Tây Bắc,6,2024,3.7
BDS_42854,TP. Hồ Chí Minh,Đất nền,285,3,Chính Đông,5,2025,44.19
BDS_42855,Hà Nội,Chung cư,266,3,Đông Nam,3,2026,20.79
BDS_42856,TP. Hồ Chí Minh,Nhà mặt phố,68,2,Tây Bắc,1,2025,7.57
BDS_42857,TP. Hồ Chí Minh,Chung cư,214,3,Đông Nam,6,2025,15.55
BDS_42858,Hà Nội,Nhà mặt phố,109,4,Tây Nam,5,2025,10.57
BDS_42859,Hà Nội,Nhà mặt phố,108,3,Đông Nam,3,2026,20.66
BDS_42860,TP. Hồ Chí Minh,Đất nền,235,1,Chính Đông,3,2026,20.89
BDS_42861,Hà Nội,Nhà mặt phố,61,3,Đông Nam,10,2024,7.58
BDS_42862,TP. Hồ Chí Minh,Đất nền,212,4,Chính Nam,2,2025,31.08
BDS_42863,TP. Hồ Chí Minh,Chung cư,98,3,Đông Nam,7,2024,4.83
BDS_42864,TP. Hồ Chí Minh,Nhà mặt phố,237,3,Chính Nam,3,2026,46.85
BDS_42865,TP. Hồ Chí Minh,Chung cư,271,4,Tây Nam,2,2024,9.89
BDS_42866,TP. Hồ Chí Minh,Chung cư,65,2,Chính Đông,2,2026,5.98
BDS_42867,Đà Nẵng,Nhà mặt phố,125,4,Đông Nam,5,2026,9.31
BDS_42868,Hà Nội,Đất nền,241,1,Tây Nam,12,2024,21.76
BDS_42869,Bình Dương,Đất nền,316,5,Tây Bắc,10,2024,13.87
BDS_42870,TP. Hồ Chí Minh,Nhà mặt phố,241,3,Đông Nam,3,2024,31.26
BDS_42871,TP. Hồ Chí Minh,Chung cư,164,5,Tây Bắc,2,2025,8.46
BDS_42872,TP. Hồ Chí Minh,Nhà mặt phố,324,4,Tây Bắc,7,2024,28.81
BDS_42873,TP. Hồ Chí Minh,Chung cư,175,3,Đông Nam,2,2025,11.16
BDS_42874,Bình Dương,Chung cư,145,3,Chính Nam,1,2024,6.95
BDS_42875,Hà Nội,Chung cư,208,5,Đông Nam,3,2026,12.64
BDS_42876,TP. Hồ Chí Minh,Đất nền,76,1,Tây Bắc,2,2026,7.78
BDS_42877,Hà Nội,Nhà mặt phố,349,3,Tây Bắc,3,2025,63.69
BDS_42878,Hà Nội,Chung cư,100,5,Đông Nam,10,2025,4.21
BDS_42879,TP. Hồ Chí Minh,Đất nền,339,4,Đông Nam,5,2025,47.53
BDS_42880,Hà Nội,Nhà mặt phố,218,5,Tây Nam,6,2024,28.29
BDS_42881,Thái Nguyên,Đất nền,80,5,Tây Nam,5,2025,3.89
BDS_42882,TP. Hồ Chí Minh,Đất nền,301,2,Chính Nam,5,2025,37.43
BDS_42883,TP. Hồ Chí Minh,Biệt thự,84,5,Đông Nam,3,2026,28.62
BDS_42884,Hà Nội,Chung cư,246,1,Tây Nam,2,2025,16.02
BDS_42885,Hà Nội,Đất nền,120,5,Tây Nam,4,2026,12.83
BDS_42886,Bình Dương,Chung cư,52,3,Chính Đông,12,2024,1.8
BDS_42887,TP. Hồ Chí Minh,Biệt thự,47,2,Tây Nam,7,2025,7.99
BDS_42888,Hà Nội,Nhà mặt phố,170,2,Chính Nam,1,2024,24.1
BDS_42889,Hà Nội,Nhà mặt phố,186,2,Chính Nam,2,2024,32.06
BDS_42890,Hà Nội,Biệt thự,232,3,Tây Bắc,4,2025,34.63
BDS_42891,Hà Nội,Chung cư,251,5,Chính Đông,6,2025,8.51
BDS_42892,TP. Hồ Chí Minh,Nhà mặt phố,95,5,Tây Bắc,4,2025,10.37
BDS_42893,TP. Hồ Chí Minh,Biệt thự,331,3,Đông Nam,8,2025,102.53
BDS_42894,TP. Hồ Chí Minh,Biệt thự,67,5,Chính Đông,2,2024,19.36
BDS_42895,Thái Nguyên,Chung cư,162,3,Tây Nam,12,2025,2.73
BDS_42896,Hà Nội,Chung cư,303,1,Chính Đông,7,2024,22.33
BDS_42897,TP. Hồ Chí Minh,Nhà mặt phố,344,5,Chính Đông,3,2026,68.78
BDS_42898,TP. Hồ Chí Minh,Đất nền,173,1,Đông Nam,5,2025,24.26
BDS_42899,Hà Nội,Đất nền,171,3,Chính Đông,11,2025,15.6
BDS_42900,Hà Nội,Nhà mặt phố,72,5,Đông Nam,2,2026,11.06
BDS_42901,TP. Hồ Chí Minh,Nhà mặt phố,62,2,Tây Bắc,3,2026,12.2
BDS_42902,Hà Nội,Chung cư,89,5,Chính Nam,10,2025,4.17
BDS_42903,TP. Hồ Chí Minh,Nhà mặt phố,64,2,Chính Nam,11,2024,10.92
BDS_42904,TP. Hồ Chí Minh,Nhà mặt phố,69,5,Chính Đông,3,2026,11.46
BDS_42905,Hà Nội,Nhà mặt phố,311,3,Tây Bắc,5,2025,55.81
BDS_42906,Hà Nội,Chung cư,40,2,Tây Nam,10,2024,2.45
BDS_42907,Hà Nội,Nhà mặt phố,296,5,Chính Đông,1,2026,51.02
BDS_42908,TP. Hồ Chí Minh,Biệt thự,335,4,Chính Đông,8,2025,53.61
BDS_42909,Hà Nội,Đất nền,347,2,Đông Nam,3,2025,43.08
BDS_42910,Thái Nguyên,Nhà mặt phố,202,1,Đông Nam,8,2025,10.88
BDS_42911,Đà Nẵng,Chung cư,205,2,Chính Nam,8,2025,8.91
BDS_42912,Hà Nội,Đất nền,208,5,Chính Nam,1,2025,22.34
BDS_42913,Đà Nẵng,Nhà mặt phố,249,3,Chính Nam,5,2026,18.18
BDS_42914,TP. Hồ Chí Minh,Nhà mặt phố,150,2,Tây Nam,2,2024,19.17
BDS_42915,Hà Nội,Đất nền,152,3,Tây Bắc,2,2024,18.55
BDS_42916,TP. Hồ Chí Minh,Nhà mặt phố,150,2,Tây Nam,12,2025,16.83
BDS_42917,TP. Hồ Chí Minh,Nhà mặt phố,170,2,Chính Đông,12,2025,19.49
BDS_42918,Hà Nội,Chung cư,308,3,Chính Nam,6,2025,17.42
BDS_42919,Hà Nội,Nhà mặt phố,246,1,Chính Đông,1,2025,28.88
BDS_42920,Hà Nội,Chung cư,188,3,Chính Nam,5,2025,10.76
BDS_42921,Hà Nội,Chung cư,211,1,Tây Nam,4,2025,15.14
BDS_42922,Hà Nội,Chung cư,310,1,Chính Đông,11,2025,20.74
BDS_42923,TP. Hồ Chí Minh,Chung cư,260,5,Tây Bắc,5,2024,13.37
BDS_42924,Hà Nội,Nhà mặt phố,230,3,Tây Bắc,3,2026,28.0
BDS_42925,Hà Nội,Nhà mặt phố,89,1,Đông Nam,6,2025,8.42
BDS_42926,Hà Nội,Đất nền,262,2,Chính Đông,6,2024,17.34
BDS_42927,Đà Nẵng,Đất nền,323,4,Tây Bắc,1,2026,26.97
BDS_42928,Hà Nội,Đất nền,148,3,Tây Bắc,3,2025,8.82
BDS_42929,TP. Hồ Chí Minh,Nhà mặt phố,311,3,Chính Nam,6,2024,61.62
BDS_42930,TP. Hồ Chí Minh,Nhà mặt phố,248,3,Chính Nam,11,2025,51.98
BDS_42931,TP. Hồ Chí Minh,Biệt thự,197,2,Đông Nam,2,2026,53.17
BDS_42932,TP. Hồ Chí Minh,Đất nền,149,1,Đông Nam,8,2025,18.38
BDS_42933,Hà Nội,Đất nền,225,4,Đông Nam,3,2026,32.32
BDS_42934,Hà Nội,Chung cư,303,3,Tây Bắc,3,2026,15.72
BDS_42935,Hà Nội,Nhà mặt phố,349,1,Chính Đông,11,2025,59.44
BDS_42936,TP. Hồ Chí Minh,Nhà mặt phố,328,3,Đông Nam,3,2026,72.16
BDS_42937,Hà Nội,Chung cư,316,2,Chính Đông,2,2025,17.62
BDS_42938,Hà Nội,Nhà mặt phố,150,5,Tây Bắc,12,2025,19.47
BDS_42939,TP. Hồ Chí Minh,Nhà mặt phố,261,3,Chính Đông,9,2025,55.12
BDS_42940,Hà Nội,Nhà mặt phố,196,5,Chính Đông,5,2025,17.51
BDS_42941,TP. Hồ Chí Minh,Đất nền,273,2,Chính Nam,5,2025,40.88
BDS_42942,Hà Nội,Nhà mặt phố,148,1,Tây Nam,9,2024,21.95
BDS_42943,Bình Dương,Đất nền,131,2,Chính Nam,7,2024,5.23
BDS_42944,Bình Dương,Nhà mặt phố,65,2,Chính Nam,11,2025,7.54
BDS_42945,TP. Hồ Chí Minh,Chung cư,280,5,Tây Nam,9,2024,22.37
BDS_42946,Bình Dương,Nhà mặt phố,61,3,Tây Nam,1,2025,6.03
BDS_42947,Hà Nội,Đất nền,274,3,Chính Nam,5,2024,18.32
BDS_42948,TP. Hồ Chí Minh,Nhà mặt phố,274,1,Tây Nam,4,2024,49.39
BDS_42949,Hà Nội,Đất nền,343,5,Tây Bắc,11,2025,41.7
BDS_42950,TP. Hồ Chí Minh,Biệt thự,310,2,Chính Nam,1,2025,61.66
BDS_42951,Hà Nội,Chung cư,327,3,Chính Nam,9,2024,18.5
BDS_42952,Hà Nội,Chung cư,205,4,Chính Đông,10,2024,7.77
BDS_42953,Bình Dương,Nhà mặt phố,113,3,Tây Nam,5,2026,9.2
BDS_42954,Hà Nội,Chung cư,309,3,Chính Nam,11,2025,12.94
BDS_42955,TP. Hồ Chí Minh,Đất nền,86,3,Đông Nam,8,2025,13.31
BDS_42956,TP. Hồ Chí Minh,Đất nền,265,5,Đông Nam,5,2026,29.36
BDS_42957,Hà Nội,Đất nền,178,5,Tây Bắc,8,2024,19.33
BDS_42958,TP. Hồ Chí Minh,Biệt thự,110,1,Tây Bắc,4,2024,33.71
BDS_42959,Hà Nội,Đất nền,67,3,Chính Đông,7,2025,4.48
BDS_42960,Bình Dương,Biệt thự,265,5,Chính Đông,4,2024,24.17
BDS_42961,Bình Dương,Đất nền,112,2,Chính Nam,5,2025,4.64
BDS_42962,TP. Hồ Chí Minh,Chung cư,319,1,Chính Đông,9,2025,21.61
BDS_42963,Đà Nẵng,Chung cư,205,5,Tây Bắc,4,2026,6.25
BDS_42964,Hà Nội,Chung cư,215,1,Đông Nam,8,2024,10.44
BDS_42965,Hà Nội,Đất nền,81,4,Đông Nam,1,2024,5.9
BDS_42966,Hà Nội,Chung cư,119,5,Chính Đông,7,2025,4.93
BDS_42967,TP. Hồ Chí Minh,Chung cư,101,5,Tây Bắc,9,2025,5.1
BDS_42968,Hà Nội,Nhà mặt phố,68,2,Tây Bắc,3,2026,12.83
BDS_42969,TP. Hồ Chí Minh,Chung cư,157,1,Chính Nam,6,2025,10.51
BDS_42970,TP. Hồ Chí Minh,Biệt thự,191,1,Đông Nam,3,2026,41.46
BDS_42971,Hà Nội,Đất nền,183,3,Đông Nam,9,2025,23.61
BDS_42972,Hà Nội,Nhà mặt phố,290,4,Tây Bắc,10,2025,45.92
BDS_42973,Hà Nội,Biệt thự,244,4,Tây Nam,4,2024,31.25
BDS_42974,TP. Hồ Chí Minh,Nhà mặt phố,134,5,Tây Bắc,9,2025,16.88
BDS_42975,Hà Nội,Đất nền,295,4,Tây Bắc,8,2025,23.81
BDS_42976,Hà Nội,Đất nền,136,4,Tây Bắc,8,2024,17.28
BDS_42977,TP. Hồ Chí Minh,Chung cư,342,3,Chính Nam,7,2024,26.29
BDS_42978,Hà Nội,Đất nền,126,5,Chính Đông,3,2026,18.51
BDS_42979,TP. Hồ Chí Minh,Đất nền,295,2,Chính Đông,3,2025,28.15
BDS_42980,TP. Hồ Chí Minh,Chung cư,281,4,Tây Bắc,3,2024,17.25
BDS_42981,TP. Hồ Chí Minh,Nhà mặt phố,291,1,Chính Nam,6,2024,27.62
BDS_42982,TP. Hồ Chí Minh,Chung cư,341,1,Đông Nam,6,2025,13.02
BDS_42983,Hà Nội,Nhà mặt phố,159,2,Tây Bắc,9,2024,15.0
BDS_42984,Hà Nội,Nhà mặt phố,171,2,Chính Nam,2,2025,31.1
BDS_42985,TP. Hồ Chí Minh,Biệt thự,47,4,Tây Bắc,7,2025,13.69
BDS_42986,Hà Nội,Đất nền,238,4,Chính Đông,3,2026,34.88
BDS_42987,Đà Nẵng,Nhà mặt phố,56,2,Chính Đông,5,2024,6.34
BDS_42988,Hà Nội,Chung cư,275,4,Chính Đông,5,2026,18.49
BDS_42989,TP. Hồ Chí Minh,Đất nền,162,2,Đông Nam,5,2025,20.19
BDS_42990,Hà Nội,Chung cư,129,1,Đông Nam,11,2025,8.54
BDS_42991,Đà Nẵng,Biệt thự,248,5,Tây Nam,7,2024,40.28
BDS_42992,TP. Hồ Chí Minh,Chung cư,239,5,Đông Nam,4,2026,9.43
BDS_42993,TP. Hồ Chí Minh,Chung cư,338,1,Chính Đông,1,2025,21.38
BDS_42994,TP. Hồ Chí Minh,Nhà mặt phố,134,5,Tây Nam,5,2025,26.92
BDS_42995,Hà Nội,Biệt thự,153,2,Chính Nam,8,2025,32.17
BDS_42996,TP. Hồ Chí Minh,Chung cư,68,2,Tây Nam,12,2024,3.36
BDS_42997,Hà Nội,Chung cư,335,2,Đông Nam,3,2026,25.07
BDS_42998,TP. Hồ Chí Minh,Biệt thự,304,2,Tây Nam,11,2025,70.68
BDS_42999,Hà Nội,Chung cư,73,2,Tây Bắc,7,2024,4.48
BDS_43000,Hà Nội,Nhà mặt phố,62,5,Tây Nam,7,2025,5.56
BDS_43001,Hà Nội,Chung cư,220,3,Đông Nam,2,2024,8.12
BDS_43002,Hà Nội,Chung cư,59,4,Chính Đông,5,2025,2.46
BDS_43003,Hà Nội,Chung cư,248,3,Tây Bắc,11,2024,10.23
BDS_43004,Thái Nguyên,Đất nền,125,1,Đông Nam,10,2024,3.19
BDS_43005,TP. Hồ Chí Minh,Đất nền,58,5,Chính Đông,3,2026,9.04
BDS_43006,Bình Dương,Chung cư,293,1,Tây Bắc,3,2026,16.24
BDS_43007,Hà Nội,Chung cư,201,3,Tây Bắc,10,2025,9.78
BDS_43008,TP. Hồ Chí Minh,Biệt thự,192,3,Tây Nam,12,2024,25.13
BDS_43009,TP. Hồ Chí Minh,Nhà mặt phố,342,4,Tây Nam,2,2025,31.4
BDS_43010,TP. Hồ Chí Minh,Đất nền,171,1,Tây Nam,12,2024,12.79
BDS_43011,TP. Hồ Chí Minh,Chung cư,194,5,Chính Nam,3,2024,9.7
BDS_43012,TP. Hồ Chí Minh,Chung cư,131,3,Đông Nam,2,2026,5.78
BDS_43013,TP. Hồ Chí Minh,Chung cư,69,5,Đông Nam,6,2025,3.03
BDS_43014,TP. Hồ Chí Minh,Nhà mặt phố,340,4,Đông Nam,7,2025,49.97
BDS_43015,TP. Hồ Chí Minh,Chung cư,61,1,Chính Nam,10,2024,4.39
BDS_43016,Bình Dương,Đất nền,285,5,Tây Bắc,5,2026,12.22
BDS_43017,Bình Dương,Nhà mặt phố,295,2,Đông Nam,2,2024,35.53
BDS_43018,TP. Hồ Chí Minh,Nhà mặt phố,122,1,Chính Đông,8,2025,16.2
BDS_43019,Hà Nội,Chung cư,124,4,Chính Nam,12,2025,4.72
BDS_43020,Hà Nội,Nhà mặt phố,83,5,Chính Nam,12,2024,9.48
BDS_43021,Hà Nội,Chung cư,52,5,Chính Đông,11,2024,3.55
BDS_43022,Hà Nội,Chung cư,280,2,Tây Nam,2,2024,11.55
BDS_43023,Hà Nội,Chung cư,306,4,Chính Nam,8,2025,12.81
BDS_43024,Hà Nội,Nhà mặt phố,162,1,Chính Nam,3,2024,19.81
BDS_43025,TP. Hồ Chí Minh,Nhà mặt phố,66,5,Chính Nam,9,2024,9.59
BDS_43026,Hà Nội,Nhà mặt phố,227,2,Chính Đông,9,2025,33.12
BDS_43027,TP. Hồ Chí Minh,Đất nền,162,4,Chính Đông,12,2024,9.44
BDS_43028,Hà Nội,Biệt thự,82,5,Chính Đông,4,2026,19.2
BDS_43029,Đà Nẵng,Nhà mặt phố,30,3,Đông Nam,4,2026,2.47
BDS_43030,TP. Hồ Chí Minh,Chung cư,272,5,Chính Đông,3,2026,14.32
BDS_43031,Hà Nội,Nhà mặt phố,334,1,Đông Nam,10,2024,27.26
BDS_43032,Thái Nguyên,Chung cư,334,4,Đông Nam,2,2025,10.37
BDS_43033,Hà Nội,Chung cư,211,3,Tây Bắc,1,2025,16.85
BDS_43034,Đà Nẵng,Chung cư,275,2,Tây Nam,7,2025,11.07
BDS_43035,TP. Hồ Chí Minh,Nhà mặt phố,167,2,Tây Bắc,11,2025,16.58
BDS_43036,Hà Nội,Nhà mặt phố,293,1,Đông Nam,10,2024,37.39
BDS_43037,Hà Nội,Nhà mặt phố,337,4,Chính Nam,1,2025,41.16
BDS_43038,Hà Nội,Nhà mặt phố,182,4,Tây Bắc,12,2024,33.96
BDS_43039,Đà Nẵng,Chung cư,143,3,Chính Nam,5,2025,5.16
BDS_43040,TP. Hồ Chí Minh,Nhà mặt phố,191,2,Tây Bắc,4,2024,29.23
BDS_43041,Hà Nội,Đất nền,245,4,Chính Đông,12,2024,22.66
BDS_43042,TP. Hồ Chí Minh,Đất nền,225,2,Tây Nam,3,2026,31.14
BDS_43043,Hà Nội,Chung cư,52,5,Tây Bắc,11,2025,1.82
BDS_43044,Hà Nội,Biệt thự,134,1,Chính Đông,7,2025,20.74
BDS_43045,Thái Nguyên,Chung cư,48,2,Chính Đông,10,2025,1.35
BDS_43046,TP. Hồ Chí Minh,Nhà mặt phố,176,1,Tây Bắc,11,2025,23.38
BDS_43047,Hà Nội,Chung cư,160,4,Đông Nam,7,2025,12.74
BDS_43048,Bình Dương,Biệt thự,204,3,Tây Nam,2,2026,39.07
BDS_43049,Hà Nội,Nhà mặt phố,333,1,Chính Đông,1,2025,48.55
BDS_43050,Hà Nội,Chung cư,163,3,Tây Bắc,4,2026,12.24
BDS_43051,Hà Nội,Nhà mặt phố,271,1,Chính Đông,8,2024,28.66
BDS_43052,TP. Hồ Chí Minh,Chung cư,218,5,Đông Nam,1,2026,10.7
BDS_43053,TP. Hồ Chí Minh,Chung cư,334,3,Chính Nam,8,2024,21.87
BDS_43054,Hà Nội,Nhà mặt phố,88,1,Tây Nam,10,2024,10.83
BDS_43055,TP. Hồ Chí Minh,Nhà mặt phố,130,5,Chính Nam,1,2024,17.3
BDS_43056,TP. Hồ Chí Minh,Chung cư,123,1,Tây Nam,4,2024,4.51
BDS_43057,TP. Hồ Chí Minh,Đất nền,254,2,Đông Nam,3,2026,35.34
BDS_43058,Đà Nẵng,Nhà mặt phố,248,4,Tây Bắc,9,2024,33.28
BDS_43059,Hà Nội,Chung cư,291,3,Đông Nam,11,2024,16.34
BDS_43060,Hà Nội,Nhà mặt phố,116,5,Tây Nam,4,2024,18.61
BDS_43061,TP. Hồ Chí Minh,Nhà mặt phố,172,4,Chính Nam,3,2026,37.68
BDS_43062,Hà Nội,Nhà mặt phố,164,4,Chính Nam,1,2025,18.82
BDS_43063,Hà Nội,Đất nền,289,3,Tây Nam,5,2025,37.01
BDS_43064,Hà Nội,Chung cư,222,1,Tây Bắc,1,2024,9.08
BDS_43065,TP. Hồ Chí Minh,Nhà mặt phố,330,3,Chính Nam,4,2024,41.38
BDS_43066,Hà Nội,Chung cư,305,3,Tây Bắc,9,2024,15.72
BDS_43067,Hà Nội,Chung cư,287,1,Đông Nam,10,2025,12.35
BDS_43068,Hà Nội,Biệt thự,32,3,Tây Nam,10,2025,7.41
BDS_43069,TP. Hồ Chí Minh,Đất nền,341,5,Chính Nam,4,2025,50.67
BDS_43070,TP. Hồ Chí Minh,Nhà mặt phố,333,4,Chính Nam,7,2024,58.95
BDS_43071,Hà Nội,Chung cư,109,4,Đông Nam,5,2024,6.01
BDS_43072,TP. Hồ Chí Minh,Chung cư,297,4,Đông Nam,5,2025,15.2
BDS_43073,TP. Hồ Chí Minh,Nhà mặt phố,206,2,Chính Nam,3,2026,26.32
